"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","nFORCE__Disable_Print__c","nFORCE__Show_Link_To_Context_Object__c","nFORCE__lookupKey__c","AutorabitExtId__c","nPortal__Add_Multi_Record_Display_Icon__c","nPortal__Maximum_Number_of_Records__c","nPortal__Minimum_Number_of_Records__c","nPortal__OA_Review_Multiple_Record_Entry_Label__c"
"a0U5f000000xfZVEAY","0055f0000032WxDAAU","","Default Pledged Collateral Edit Screen","2021-09-23T15:46:49.000Z","0055f0000032WxDAAU","2021-09-23T15:46:49.000Z","0055f0000032WxDAAU","","","","","false","true","42620766709577506","","","","",""
